REGION,SUBREGION,ISO,COUNTRY,DS,ORGCD,Count
Africa,Northern Africa,SDN,Sudan,El Fula,UNICEF,3
Africa,Northern Africa,SDN,Sudan,El Gedaref,IOM,2
Africa,Northern Africa,SDN,Sudan,El Gedaref,UNHCR,1
Africa,Northern Africa,SDN,Sudan,El Geneina,UN,14
Africa,Northern Africa,SDN,Sudan,El Geneina,UNDP,2
Africa,Northern Africa,SDN,Sudan,El Geneina,UNHCR,12
Africa,Northern Africa,SDN,Sudan,El Geneina,UNICEF,16
Africa,Northern Africa,SDN,Sudan,El Geneina,WFP,37
Africa,Northern Africa,SDN,Sudan,El Geneina,WHO,1
Africa,Northern Africa,SDN,Sudan,El Radom,UNHCR,6
Africa,Northern Africa,SDN,Sudan,El-Obeid,ILO,1
Africa,Northern Africa,SDN,Sudan,El-Obeid,UN,1
Africa,Northern Africa,SDN,Sudan,El-Obeid,WFP,32
Africa,Northern Africa,SDN,Sudan,Golo,UN,18
Africa,Northern Africa,SDN,Sudan,Kabkabiya,UN,18
Africa,Northern Africa,SDN,Sudan,Kadugli,UN,44
Africa,Northern Africa,SDN,Sudan,Kadugli,UNHCR,16
Africa,Northern Africa,SDN,Sudan,Kadugli,UNICEF,20
Africa,Northern Africa,SDN,Sudan,Kadugli,UNOPS,2
Africa,Northern Africa,SDN,Sudan,Kadugli,WFP,5
Africa,Northern Africa,SDN,Sudan,Kadugli,WHO,1
Africa,Northern Africa,SDN,Sudan,Kass,UN,12
Africa,Northern Africa,SDN,Sudan,Kassala,UN,1
Africa,Northern Africa,SDN,Sudan,Kassala,UNHCR,37
Africa,Northern Africa,SDN,Sudan,Kassala,UNICEF,19
Africa,Northern Africa,SDN,Sudan,Kassala,WFP,17
Africa,Northern Africa,SDN,Sudan,Kassala,WHO,1
Africa,Northern Africa,SDN,Sudan,Khartoum,FAO,15
Africa,Northern Africa,SDN,Sudan,Khartoum,IFAD,3
Africa,Northern Africa,SDN,Sudan,Khartoum,ILO,3
Africa,Northern Africa,SDN,Sudan,Khartoum,IOM,40
Africa,Northern Africa,SDN,Sudan,Khartoum,UN,178
Africa,Northern Africa,SDN,Sudan,Khartoum,UN WOMEN,4
Africa,Northern Africa,SDN,Sudan,Khartoum,UNAIDS,3
Africa,Northern Africa,SDN,Sudan,Khartoum,UNDP,103
Africa,Northern Africa,SDN,Sudan,Khartoum,UNESCO,9
Africa,Northern Africa,SDN,Sudan,Khartoum,UNFPA,29
Africa,Northern Africa,SDN,Sudan,Khartoum,UNHCR,99
Africa,Northern Africa,SDN,Sudan,Khartoum,UNICEF,111
Africa,Northern Africa,SDN,Sudan,Khartoum,UNIDO,3
Africa,Northern Africa,SDN,Sudan,Khartoum,UNOPS,2
Africa,Northern Africa,SDN,Sudan,Khartoum,WFP,170
Africa,Northern Africa,SDN,Sudan,Khartoum,WHO,53
Africa,Northern Africa,SDN,Sudan,Khashm El Girba,UNHCR,18
Africa,Northern Africa,SDN,Sudan,Khor Abeche,UN,4
Africa,Northern Africa,SDN,Sudan,Kosti,UNHCR,38
Africa,Northern Africa,SDN,Sudan,Kosti,UNICEF,6
Africa,Northern Africa,SDN,Sudan,Kutum,UN,12
Africa,Northern Africa,SDN,Sudan,Manawashi,UN,9
Africa,Northern Africa,SDN,Sudan,NA,WFP,1
Africa,Northern Africa,SDN,Sudan,Nertiti,UN,20
Africa,Northern Africa,SDN,Sudan,Nyala,UN,41
Africa,Northern Africa,SDN,Sudan,Nyala,UNDP,2
Africa,Northern Africa,SDN,Sudan,Nyala,UNHCR,18
Africa,Northern Africa,SDN,Sudan,Nyala,UNICEF,17
Africa,Northern Africa,SDN,Sudan,Nyala,UNOPS,1
Africa,Northern Africa,SDN,Sudan,Nyala,WFP,37
Africa,Northern Africa,SDN,Sudan,Nyala,WHO,2
Africa,Northern Africa,SDN,Sudan,Port Sudan,UN,18
Africa,Northern Africa,SDN,Sudan,Port Sudan,UNICEF,4
Africa,Northern Africa,SDN,Sudan,Port Sudan,WFP,27
Africa,Northern Africa,SDN,Sudan,Saraf Umra,UN,8
Africa,Northern Africa,SDN,Sudan,Shangal Tobaye,UN,12
Africa,Northern Africa,SDN,Sudan,Sortony,UN,13
Africa,Northern Africa,SDN,Sudan,Tawilla,UN,12
Africa,Northern Africa,SDN,Sudan,Wunrock,WFP,1
Africa,Northern Africa,SDN,Sudan,Zalingei,UN,322
Africa,Northern Africa,SDN,Sudan,Zalingei,UNDP,2
Africa,Northern Africa,SDN,Sudan,Zalingei,UNHCR,10
Africa,Northern Africa,SDN,Sudan,Zalingei,UNICEF,8
Africa,Northern Africa,SDN,Sudan,Zalingei,UNOPS,1
Africa,Northern Africa,SDN,Sudan,Zalingei,WFP,4
Africa,Northern Africa,TUN,Tunisia,Gafsa,ILO,1
Africa,Northern Africa,TUN,Tunisia,Jendouba,ILO,3
Africa,Northern Africa,TUN,Tunisia,Kairouan,ILO,1
Africa,Northern Africa,TUN,Tunisia,NA,UNIDO,1
Africa,Northern Africa,TUN,Tunisia,Siliana,ILO,1
Africa,Northern Africa,TUN,Tunisia,Tataouine,ILO,2
Africa,Northern Africa,TUN,Tunisia,Tunis,FAO,21
Africa,Northern Africa,TUN,Tunisia,Tunis,ILO,37
Africa,Northern Africa,TUN,Tunisia,Tunis,IOM,46
Africa,Northern Africa,TUN,Tunisia,Tunis,UN,56
Africa,Northern Africa,TUN,Tunisia,Tunis,UN WOMEN,2
Africa,Northern Africa,TUN,Tunisia,Tunis,UNAIDS,1
Africa,Northern Africa,TUN,Tunisia,Tunis,UNDP,37
Africa,Northern Africa,TUN,Tunisia,Tunis,UNFPA,10
Africa,Northern Africa,TUN,Tunisia,Tunis,UNHCR,33
Africa,Northern Africa,TUN,Tunisia,Tunis,UNICEF,31
Africa,Northern Africa,TUN,Tunisia,Tunis,UNOPS,8
Africa,Northern Africa,TUN,Tunisia,Tunis,WFP,6
Africa,Northern Africa,TUN,Tunisia,Tunis,WHO,46
Africa,Northern Africa,TUN,Tunisia,Zarzis,IOM,2
Africa,Northern Africa,TUN,Tunisia,Zarzis,UNHCR,6
Africa,Sub-Saharan Africa,AGO,Angola,Dundo,UNHCR,18
Africa,Sub-Saharan Africa,AGO,Angola,Dundo,UNICEF,1
Africa,Sub-Saharan Africa,AGO,Angola,Kuito,UNICEF,3
Africa,Sub-Saharan Africa,AGO,Angola,Luanda,FAO,10
Africa,Sub-Saharan Africa,AGO,Angola,Luanda,UN,7
Africa,Sub-Saharan Africa,AGO,Angola,Luanda,UNAIDS,6
Africa,Sub-Saharan Africa,AGO,Angola,Luanda,UNDP,26
Africa,Sub-Saharan Africa,AGO,Angola,Luanda,UNESCO,1
Africa,Sub-Saharan Africa,AGO,Angola,Luanda,UNFPA,13
Africa,Sub-Saharan Africa,AGO,Angola,Luanda,UNHCR,17
Africa,Sub-Saharan Africa,AGO,Angola,Luanda,UNICEF,57
Africa,Sub-Saharan Africa,AGO,Angola,Luanda,WFP,1
Africa,Sub-Saharan Africa,AGO,Angola,Luanda,WHO,43
Africa,Sub-Saharan Africa,AGO,Angola,Lubango,UNICEF,2
Africa,Sub-Saharan Africa,AGO,Angola,Uige,UNICEF,2
Africa,Sub-Saharan Africa,BDI,Burundi,Bujumbura,FAO,7
Africa,Sub-Saharan Africa,BDI,Burundi,Bujumbura,IOM,42
Africa,Sub-Saharan Africa,BDI,Burundi,Bujumbura,UN,46
Africa,Sub-Saharan Africa,BDI,Burundi,Bujumbura,UN WOMEN,5
Africa,Sub-Saharan Africa,BDI,Burundi,Bujumbura,UNAIDS,4
Africa,Sub-Saharan Africa,BDI,Burundi,Bujumbura,UNDP,51
Africa,Sub-Saharan Africa,BDI,Burundi,Bujumbura,UNESCO,2
Africa,Sub-Saharan Africa,BDI,Burundi,Bujumbura,UNFPA,23
Africa,Sub-Saharan Africa,BDI,Burundi,Bujumbura,UNHCR,44
Africa,Sub-Saharan Africa,BDI,Burundi,Bujumbura,UNICEF,91
Africa,Sub-Saharan Africa,BDI,Burundi,Bujumbura,WFP,70
Africa,Sub-Saharan Africa,BDI,Burundi,Bujumbura,WHO,31
Africa,Sub-Saharan Africa,BDI,Burundi,Gitega,UN,1
Africa,Sub-Saharan Africa,BDI,Burundi,Gitega,WFP,2
Africa,Sub-Saharan Africa,BDI,Burundi,Makamba,UNHCR,14
Africa,Sub-Saharan Africa,BDI,Burundi,Makamba,UNICEF,3
Africa,Sub-Saharan Africa,BDI,Burundi,Muyinga,IOM,1
Africa,Sub-Saharan Africa,BDI,Burundi,Muyinga,UNHCR,18
Africa,Sub-Saharan Africa,BDI,Burundi,Ngozi,UNICEF,1
Africa,Sub-Saharan Africa,BDI,Burundi,Ngozi,WFP,25
Africa,Sub-Saharan Africa,BDI,Burundi,Ruyigi,UNDP,1
Africa,Sub-Saharan Africa,BDI,Burundi,Ruyigi,UNHCR,24
Africa,Sub-Saharan Africa,BEN,Benin,Cotonou,FAO,6
Africa,Sub-Saharan Africa,BEN,Benin,Cotonou,IOM,1
Africa,Sub-Saharan Africa,BEN,Benin,Cotonou,UN,3
Africa,Sub-Saharan Africa,BEN,Benin,Cotonou,UNAIDS,5
Africa,Sub-Saharan Africa,BEN,Benin,Cotonou,UNDP,37
Africa,Sub-Saharan Africa,BEN,Benin,Cotonou,UNESCO,1
Africa,Sub-Saharan Africa,BEN,Benin,Cotonou,UNFPA,24
Africa,Sub-Saharan Africa,BEN,Benin,Cotonou,UNHCR,1
Africa,Sub-Saharan Africa,BEN,Benin,Cotonou,UNICEF,63
Africa,Sub-Saharan Africa,BEN,Benin,Cotonou,UPU,1
Africa,Sub-Saharan Africa,BEN,Benin,Cotonou,WFP,16
Africa,Sub-Saharan Africa,BEN,Benin,Cotonou,WHO,27
Africa,Sub-Saharan Africa,BEN,Benin,Parakou,UNICEF,11
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Bobo-Dioulasso,UNHCR,2
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Djibo,UNHCR,3
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Dori,UNHCR,17
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Dori,UNICEF,11
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Dori,WFP,2
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Fada N'gourma,UNICEF,1
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Kaya,UN,1
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Kaya,UNHCR,2
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Kaya,UNICEF,2
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Kaya,WFP,1
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Kompienga,WFP,1
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Ouagadougou,FAO,10
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Ouagadougou,IFAD,2
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Ouagadougou,ILO,5
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Ouagadougou,IOM,5
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Ouagadougou,ITC,1
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Ouagadougou,UN,12
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Ouagadougou,UNAIDS,4
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Ouagadougou,UNDP,45
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Ouagadougou,UNESCO,1
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Ouagadougou,UNFPA,25
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Ouagadougou,UNHCR,34
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Ouagadougou,UNICEF,106
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Ouagadougou,UNOPS,1
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Ouagadougou,WFP,45
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Ouagadougou,WHO,87
Africa,Sub-Saharan Africa,BFA,Burkina Faso,Ouahigouya,UNHCR,2
Africa,Sub-Saharan Africa,BWA,Botswana,Gaborone,FAO,2
Africa,Sub-Saharan Africa,BWA,Botswana,Gaborone,UN,3
Africa,Sub-Saharan Africa,BWA,Botswana,Gaborone,UNAIDS,6
Africa,Sub-Saharan Africa,BWA,Botswana,Gaborone,UNDP,23
Africa,Sub-Saharan Africa,BWA,Botswana,Gaborone,UNESCO,1
Africa,Sub-Saharan Africa,BWA,Botswana,Gaborone,UNFPA,7
Africa,Sub-Saharan Africa,BWA,Botswana,Gaborone,UNHCR,1
Africa,Sub-Saharan Africa,BWA,Botswana,Gaborone,UNICEF,22
Africa,Sub-Saharan Africa,BWA,Botswana,Gaborone,WHO,13
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bambari,UN,51
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bambari,UNDP,1
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bambari,UNHCR,11
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bambari,UNICEF,11
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bambari,WFP,6
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bambari,WHO,1
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bangassou,UN,27
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bangui,FAO,6
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bangui,ILO,1
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bangui,IOM,2
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bangui,UN,909
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bangui,UN WOMEN,1
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bangui,UNAIDS,5
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bangui,UNDP,78
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bangui,UNFPA,16
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bangui,UNHCR,61
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bangui,UNICEF,108
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bangui,UNOPS,4
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bangui,WFP,57
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bangui,WHO,36
Africa,Sub-Saharan Africa,CAF,Central African Republic,Berberati,UN,28
Africa,Sub-Saharan Africa,CAF,Central African Republic,Berberati,UNHCR,9
Africa,Sub-Saharan Africa,CAF,Central African Republic,Birao,UN,13
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bossangoa,UN,39
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bossangoa,UNICEF,11
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bossangoa,WFP,2
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bouar,UN,60
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bouar,UNDP,1
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bouar,UNHCR,14
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bouar,UNICEF,8
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bouar,WFP,2
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bria,UN,47
Africa,Sub-Saharan Africa,CAF,Central African Republic,Bria,UNHCR,1
Africa,Sub-Saharan Africa,CAF,Central African Republic,Kaga Bandoro,UN,69
Africa,Sub-Saharan Africa,CAF,Central African Republic,Kaga Bandoro,UNDP,4
Africa,Sub-Saharan Africa,CAF,Central African Republic,Kaga Bandoro,UNHCR,10
Africa,Sub-Saharan Africa,CAF,Central African Republic,Kaga Bandoro,UNICEF,11
Africa,Sub-Saharan Africa,CAF,Central African Republic,Kaga Bandoro,WFP,4
Africa,Sub-Saharan Africa,CAF,Central African Republic,N'dele,UN,19
Africa,Sub-Saharan Africa,CAF,Central African Republic,Obo,UN,17
Africa,Sub-Saharan Africa,CAF,Central African Republic,Obo,UNHCR,6
Africa,Sub-Saharan Africa,CAF,Central African Republic,Paoua,UN,21
Africa,Sub-Saharan Africa,CAF,Central African Republic,Paoua,WFP,4
Africa,Sub-Saharan Africa,CAF,Central African Republic,Paoula,UNHCR,12
Africa,Sub-Saharan Africa,CAF,Central African Republic,Zemio,UN,1
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Abidjan,FAO,10
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Abidjan,IFAD,11
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Abidjan,ILO,59
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Abidjan,IMO,1
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Abidjan,IOM,11
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Abidjan,UN,8
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Abidjan,UN WOMEN,5
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Abidjan,UNAIDS,6
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Abidjan,UNDP,39
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Abidjan,UNESCO,10
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Abidjan,UNFPA,27
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Abidjan,UNHCR,29
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Abidjan,UNICEF,98
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Abidjan,UNIDO,4
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Abidjan,WFP,30
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Abidjan,WHO,33
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Bondoukou,UNFPA,1
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Bouake,UNFPA,3
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Bouake,WFP,1
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Bouake,WHO,1
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Guiglo,UN,1
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Guiglo,UNFPA,4
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Guiglo,UNHCR,11
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Korhogo,UNICEF,4
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Man,UNICEF,10
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Man,WFP,1
Africa,Sub-Saharan Africa,CIV,Ivory Coast,Yamoussoukro,UNFPA,1
Africa,Sub-Saharan Africa,CMR,Cameroon,Bamenda,UNHCR,5
Africa,Sub-Saharan Africa,CMR,Cameroon,Bamenda,UNICEF,2
Africa,Sub-Saharan Africa,CMR,Cameroon,Batouri,UNHCR,21
Africa,Sub-Saharan Africa,CMR,Cameroon,Batouri,WFP,4
Africa,Sub-Saharan Africa,CMR,Cameroon,Bertoua,UN,4
Africa,Sub-Saharan Africa,CMR,Cameroon,Bertoua,UNHCR,12
Africa,Sub-Saharan Africa,CMR,Cameroon,Bertoua,UNICEF,14
Africa,Sub-Saharan Africa,CMR,Cameroon,Buea,UNHCR,11
Africa,Sub-Saharan Africa,CMR,Cameroon,Buea,UNICEF,11
Africa,Sub-Saharan Africa,CMR,Cameroon,Djohung,UNHCR,10
Africa,Sub-Saharan Africa,CMR,Cameroon,Douala,UN,2
Africa,Sub-Saharan Africa,CMR,Cameroon,Douala,UNDP,1
Africa,Sub-Saharan Africa,CMR,Cameroon,Douala,UNHCR,12
Africa,Sub-Saharan Africa,CMR,Cameroon,Douala,UNICEF,3
Africa,Sub-Saharan Africa,CMR,Cameroon,Douala,WFP,7
Africa,Sub-Saharan Africa,CMR,Cameroon,Kousseri,UNDP,1
Africa,Sub-Saharan Africa,CMR,Cameroon,Kousseri,UNHCR,3
Africa,Sub-Saharan Africa,CMR,Cameroon,Kousseri,WFP,2
Africa,Sub-Saharan Africa,CMR,Cameroon,Maroua,UN,6
Africa,Sub-Saharan Africa,CMR,Cameroon,Maroua,UNDP,5
Africa,Sub-Saharan Africa,CMR,Cameroon,Maroua,UNFPA,6
Africa,Sub-Saharan Africa,CMR,Cameroon,Maroua,UNHCR,27
Africa,Sub-Saharan Africa,CMR,Cameroon,Maroua,UNICEF,17
Africa,Sub-Saharan Africa,CMR,Cameroon,Maroua,WFP,9
Africa,Sub-Saharan Africa,CMR,Cameroon,Maroua,WHO,3
Africa,Sub-Saharan Africa,CMR,Cameroon,Meiganga,UNHCR,25
Africa,Sub-Saharan Africa,CMR,Cameroon,NA,UNDP,1
Africa,Sub-Saharan Africa,CMR,Cameroon,NA,WFP,7
Africa,Sub-Saharan Africa,CMR,Cameroon,Touboro,UNHCR,3
Africa,Sub-Saharan Africa,CMR,Cameroon,Yaounde,FAO,8
Africa,Sub-Saharan Africa,CMR,Cameroon,Yaounde,IFAD,8
Africa,Sub-Saharan Africa,CMR,Cameroon,Yaounde,ILO,26
Africa,Sub-Saharan Africa,CMR,Cameroon,Yaounde,IOM,3
Africa,Sub-Saharan Africa,CMR,Cameroon,Yaounde,ITU,3
Africa,Sub-Saharan Africa,CMR,Cameroon,Yaounde,UN,59
Africa,Sub-Saharan Africa,CMR,Cameroon,Yaounde,UN WOMEN,4
Africa,Sub-Saharan Africa,CMR,Cameroon,Yaounde,UNAIDS,6
Africa,Sub-Saharan Africa,CMR,Cameroon,Yaounde,UNDP,42
