country,country_code,year_week,age_group,new_cases,population,source,rate_14_day_per_100k
Croatia,HR,2020-35,65-79yr,79,620966,"TESSy COVID-19, national weekly data",19.8
Croatia,HR,2020-36,65-79yr,121,620966,"TESSy COVID-19, national weekly data",32.2
Croatia,HR,2020-37,65-79yr,164,620966,"TESSy COVID-19, national weekly data",45.9
Croatia,HR,2020-38,65-79yr,190,620966,"TESSy COVID-19, national weekly data",57.0
Croatia,HR,2020-39,65-79yr,202,620966,"TESSy COVID-19, national weekly data",63.1
Croatia,HR,2020-40,65-79yr,187,620966,"TESSy COVID-19, national weekly data",62.6
Croatia,HR,2020-41,65-79yr,203,620966,"TESSy COVID-19, national weekly data",62.8
Croatia,HR,2020-42,65-79yr,274,620966,"TESSy COVID-19, national weekly data",76.8
Croatia,HR,2020-43,65-79yr,336,620966,"TESSy COVID-19, national weekly data",98.2
Croatia,HR,2020-44,65-79yr,388,620966,"TESSy COVID-19, national weekly data",116.6
Croatia,HR,2020-45,65-79yr,559,620966,"TESSy COVID-19, national weekly data",152.5
Croatia,HR,2020-46,65-79yr,699,620966,"TESSy COVID-19, national weekly data",202.6
Croatia,HR,2020-47,65-79yr,855,620966,"TESSy COVID-19, national weekly data",250.3
Croatia,HR,2020-48,65-79yr,721,620966,"TESSy COVID-19, national weekly data",253.8
Croatia,HR,2020-49,65-79yr,1051,620966,"TESSy COVID-19, national weekly data",285.4
Croatia,HR,2020-50,65-79yr,1084,620966,"TESSy COVID-19, national weekly data",343.8
Croatia,HR,2020-51,65-79yr,1583,620966,"TESSy COVID-19, national weekly data",429.5
Croatia,HR,2020-52,65-79yr,1029,620966,"TESSy COVID-19, national weekly data",420.6
Croatia,HR,2020-53,65-79yr,997,620966,"TESSy COVID-19, national weekly data",326.3
Croatia,HR,2021-01,65-79yr,1080,620966,"TESSy COVID-19, national weekly data",334.5
Croatia,HR,2021-02,65-79yr,1695,620966,"TESSy COVID-19, national weekly data",446.9
Croatia,HR,2021-03,65-79yr,1287,620966,"TESSy COVID-19, national weekly data",480.2
Croatia,HR,2021-04,65-79yr,1279,620966,"TESSy COVID-19, national weekly data",413.2
Croatia,HR,2020-09,80+yr,0,217633,"TESSy COVID-19, national weekly data",
Croatia,HR,2020-10,80+yr,0,217633,"TESSy COVID-19, national weekly data",
Croatia,HR,2020-11,80+yr,0,217633,"TESSy COVID-19, national weekly data",0.0
Croatia,HR,2020-12,80+yr,4,217633,"TESSy COVID-19, national weekly data",1.8
Croatia,HR,2020-13,80+yr,11,217633,"TESSy COVID-19, national weekly data",6.9
Croatia,HR,2020-14,80+yr,16,217633,"TESSy COVID-19, national weekly data",12.4
Croatia,HR,2020-15,80+yr,29,217633,"TESSy COVID-19, national weekly data",20.7
Croatia,HR,2020-16,80+yr,81,217633,"TESSy COVID-19, national weekly data",50.5
Croatia,HR,2020-17,80+yr,67,217633,"TESSy COVID-19, national weekly data",68.0
Croatia,HR,2020-18,80+yr,4,217633,"TESSy COVID-19, national weekly data",32.6
Croatia,HR,2020-19,80+yr,13,217633,"TESSy COVID-19, national weekly data",7.8
Croatia,HR,2020-20,80+yr,5,217633,"TESSy COVID-19, national weekly data",8.3
Croatia,HR,2020-21,80+yr,4,217633,"TESSy COVID-19, national weekly data",4.1
Croatia,HR,2020-22,80+yr,3,217633,"TESSy COVID-19, national weekly data",3.2
Croatia,HR,2020-25,80+yr,0,217633,"TESSy COVID-19, national weekly data",0.0
Croatia,HR,2020-26,80+yr,6,217633,"TESSy COVID-19, national weekly data",2.8
Croatia,HR,2020-27,80+yr,2,217633,"TESSy COVID-19, national weekly data",3.7
Croatia,HR,2020-28,80+yr,18,217633,"TESSy COVID-19, national weekly data",9.2
Croatia,HR,2020-29,80+yr,21,217633,"TESSy COVID-19, national weekly data",17.9
Croatia,HR,2020-30,80+yr,55,217633,"TESSy COVID-19, national weekly data",34.9
Croatia,HR,2020-31,80+yr,23,217633,"TESSy COVID-19, national weekly data",35.8
Croatia,HR,2020-32,80+yr,19,217633,"TESSy COVID-19, national weekly data",19.3
Croatia,HR,2020-33,80+yr,8,217633,"TESSy COVID-19, national weekly data",12.4
Croatia,HR,2020-34,80+yr,14,217633,"TESSy COVID-19, national weekly data",10.1
Croatia,HR,2020-35,80+yr,24,217633,"TESSy COVID-19, national weekly data",17.5
Croatia,HR,2020-36,80+yr,32,217633,"TESSy COVID-19, national weekly data",25.7
Croatia,HR,2020-37,80+yr,57,217633,"TESSy COVID-19, national weekly data",40.9
Croatia,HR,2020-38,80+yr,42,217633,"TESSy COVID-19, national weekly data",45.5
Croatia,HR,2020-39,80+yr,78,217633,"TESSy COVID-19, national weekly data",55.1
Croatia,HR,2020-40,80+yr,69,217633,"TESSy COVID-19, national weekly data",67.5
Croatia,HR,2020-41,80+yr,83,217633,"TESSy COVID-19, national weekly data",69.8
Croatia,HR,2020-42,80+yr,113,217633,"TESSy COVID-19, national weekly data",90.1
Croatia,HR,2020-43,80+yr,168,217633,"TESSy COVID-19, national weekly data",129.1
Croatia,HR,2020-44,80+yr,214,217633,"TESSy COVID-19, national weekly data",175.5
Croatia,HR,2020-45,80+yr,194,217633,"TESSy COVID-19, national weekly data",187.5
Croatia,HR,2020-46,80+yr,298,217633,"TESSy COVID-19, national weekly data",226.1
Croatia,HR,2020-47,80+yr,310,217633,"TESSy COVID-19, national weekly data",279.4
Croatia,HR,2020-48,80+yr,258,217633,"TESSy COVID-19, national weekly data",261.0
Croatia,HR,2020-49,80+yr,430,217633,"TESSy COVID-19, national weekly data",316.1
Croatia,HR,2020-50,80+yr,389,217633,"TESSy COVID-19, national weekly data",376.3
Croatia,HR,2020-51,80+yr,631,217633,"TESSy COVID-19, national weekly data",468.7
Croatia,HR,2020-52,80+yr,450,217633,"TESSy COVID-19, national weekly data",496.7
Croatia,HR,2020-53,80+yr,419,217633,"TESSy COVID-19, national weekly data",399.3
Croatia,HR,2021-01,80+yr,470,217633,"TESSy COVID-19, national weekly data",408.5
Croatia,HR,2021-02,80+yr,802,217633,"TESSy COVID-19, national weekly data",584.5
Croatia,HR,2021-03,80+yr,498,217633,"TESSy COVID-19, national weekly data",597.3
Croatia,HR,2021-04,80+yr,630,217633,"TESSy COVID-19, national weekly data",518.3
Cyprus,CY,2020-11,<15yr,0,141204,"TESSy COVID-19, national weekly data",
Cyprus,CY,2020-12,<15yr,0,141204,"TESSy COVID-19, national weekly data",
Cyprus,CY,2020-13,<15yr,4,141204,"TESSy COVID-19, national weekly data",2.8
Cyprus,CY,2020-14,<15yr,11,141204,"TESSy COVID-19, national weekly data",10.6
Cyprus,CY,2020-15,<15yr,10,141204,"TESSy COVID-19, national weekly data",14.9
Cyprus,CY,2020-16,<15yr,11,141204,"TESSy COVID-19, national weekly data",14.9
Cyprus,CY,2020-17,<15yr,0,141204,"TESSy COVID-19, national weekly data",7.8
Cyprus,CY,2020-18,<15yr,2,141204,"TESSy COVID-19, national weekly data",1.4
Cyprus,CY,2020-19,<15yr,4,141204,"TESSy COVID-19, national weekly data",4.2
Cyprus,CY,2020-20,<15yr,0,141204,"TESSy COVID-19, national weekly data",2.8
Cyprus,CY,2020-21,<15yr,0,141204,"TESSy COVID-19, national weekly data",0.0
Cyprus,CY,2020-22,<15yr,0,141204,"TESSy COVID-19, national weekly data",0.0
Cyprus,CY,2020-23,<15yr,0,141204,"TESSy COVID-19, national weekly data",0.0
Cyprus,CY,2020-24,<15yr,0,141204,"TESSy COVID-19, national weekly data",0.0
Cyprus,CY,2020-25,<15yr,0,141204,"TESSy COVID-19, national weekly data",0.0
Cyprus,CY,2020-26,<15yr,0,141204,"TESSy COVID-19, national weekly data",0.0
Cyprus,CY,2020-27,<15yr,0,141204,"TESSy COVID-19, national weekly data",0.0
Cyprus,CY,2020-28,<15yr,0,141204,"TESSy COVID-19, national weekly data",0.0
Cyprus,CY,2020-29,<15yr,0,141204,"TESSy COVID-19, national weekly data",0.0
Cyprus,CY,2020-30,<15yr,0,141204,"TESSy COVID-19, national weekly data",0.0
Cyprus,CY,2020-31,<15yr,8,141204,"TESSy COVID-19, national weekly data",5.7
Cyprus,CY,2020-32,<15yr,7,141204,"TESSy COVID-19, national weekly data",10.6
Cyprus,CY,2020-33,<15yr,3,141204,"TESSy COVID-19, national weekly data",7.1
Cyprus,CY,2020-34,<15yr,4,141204,"TESSy COVID-19, national weekly data",5.0
Cyprus,CY,2020-35,<15yr,2,141204,"TESSy COVID-19, national weekly data",4.2
Cyprus,CY,2020-36,<15yr,0,141204,"TESSy COVID-19, national weekly data",1.4
Cyprus,CY,2020-37,<15yr,0,141204,"TESSy COVID-19, national weekly data",0.0
Cyprus,CY,2020-38,<15yr,0,141204,"TESSy COVID-19, national weekly data",0.0
Cyprus,CY,2020-39,<15yr,6,141204,"TESSy COVID-19, national weekly data",4.2
Cyprus,CY,2020-40,<15yr,21,141204,"TESSy COVID-19, national weekly data",19.1
Cyprus,CY,2020-41,<15yr,8,141204,"TESSy COVID-19, national weekly data",20.5
Cyprus,CY,2020-42,<15yr,38,141204,"TESSy COVID-19, national weekly data",32.6
Cyprus,CY,2020-43,<15yr,66,141204,"TESSy COVID-19, national weekly data",73.7
Cyprus,CY,2020-44,<15yr,80,141204,"TESSy COVID-19, national weekly data",103.4
Cyprus,CY,2020-45,<15yr,118,141204,"TESSy COVID-19, national weekly data",140.2
Cyprus,CY,2020-46,<15yr,128,141204,"TESSy COVID-19, national weekly data",174.2
Cyprus,CY,2020-47,<15yr,100,141204,"TESSy COVID-19, national weekly data",161.5
Cyprus,CY,2020-48,<15yr,201,141204,"TESSy COVID-19, national weekly data",213.2
Cyprus,CY,2020-49,<15yr,202,141204,"TESSy COVID-19, national weekly data",285.4
Cyprus,CY,2020-50,<15yr,133,141204,"TESSy COVID-19, national weekly data",237.2
Cyprus,CY,2020-51,<15yr,268,141204,"TESSy COVID-19, national weekly data",284.0
Cyprus,CY,2020-52,<15yr,205,141204,"TESSy COVID-19, national weekly data",335.0
Cyprus,CY,2020-53,<15yr,443,141204,"TESSy COVID-19, national weekly data",458.9
Cyprus,CY,2021-01,<15yr,278,141204,"TESSy COVID-19, national weekly data",510.6
Cyprus,CY,2021-02,<15yr,199,141204,"TESSy COVID-19, national weekly data",337.8
Cyprus,CY,2021-03,<15yr,98,141204,"TESSy COVID-19, national weekly data",210.3
Cyprus,CY,2021-04,<15yr,81,141204,"TESSy COVID-19, national weekly data",126.8
Cyprus,CY,2020-11,15-24yr,2,112151,"TESSy COVID-19, national weekly data",
Cyprus,CY,2020-12,15-24yr,2,112151,"TESSy COVID-19, national weekly data",
Cyprus,CY,2020-13,15-24yr,6,112151,"TESSy COVID-19, national weekly data",7.1
Cyprus,CY,2020-14,15-24yr,16,112151,"TESSy COVID-19, national weekly data",19.6
Cyprus,CY,2020-15,15-24yr,16,112151,"TESSy COVID-19, national weekly data",28.5
Cyprus,CY,2020-16,15-24yr,9,112151,"TESSy COVID-19, national weekly data",22.3
Cyprus,CY,2020-17,15-24yr,8,112151,"TESSy COVID-19, national weekly data",15.2
Cyprus,CY,2020-18,15-24yr,6,112151,"TESSy COVID-19, national weekly data",12.5
Cyprus,CY,2020-19,15-24yr,4,112151,"TESSy COVID-19, national weekly data",8.9
Cyprus,CY,2020-20,15-24yr,3,112151,"TESSy COVID-19, national weekly data",6.2
Cyprus,CY,2020-21,15-24yr,5,112151,"TESSy COVID-19, national weekly data",7.1
Cyprus,CY,2020-22,15-24yr,2,112151,"TESSy COVID-19, national weekly data",6.2
Cyprus,CY,2020-23,15-24yr,7,112151,"TESSy COVID-19, national weekly data",8.0
Cyprus,CY,2020-24,15-24yr,5,112151,"TESSy COVID-19, national weekly data",10.7
Cyprus,CY,2020-25,15-24yr,1,112151,"TESSy COVID-19, national weekly data",5.3
Cyprus,CY,2020-26,15-24yr,2,112151,"TESSy COVID-19, national weekly data",2.7
Cyprus,CY,2020-27,15-24yr,5,112151,"TESSy COVID-19, national weekly data",6.2
Cyprus,CY,2020-28,15-24yr,3,112151,"TESSy COVID-19, national weekly data",7.1
Cyprus,CY,2020-29,15-24yr,4,112151,"TESSy COVID-19, national weekly data",6.2
Cyprus,CY,2020-30,15-24yr,4,112151,"TESSy COVID-19, national weekly data",7.1
Cyprus,CY,2020-31,15-24yr,20,112151,"TESSy COVID-19, national weekly data",21.4
Cyprus,CY,2020-32,15-24yr,21,112151,"TESSy COVID-19, national weekly data",36.6
Cyprus,CY,2020-33,15-24yr,32,112151,"TESSy COVID-19, national weekly data",47.3
Cyprus,CY,2020-34,15-24yr,22,112151,"TESSy COVID-19, national weekly data",48.1
Cyprus,CY,2020-35,15-24yr,15,112151,"TESSy COVID-19, national weekly data",33.0
Cyprus,CY,2020-36,15-24yr,7,112151,"TESSy COVID-19, national weekly data",19.6
Cyprus,CY,2020-37,15-24yr,7,112151,"TESSy COVID-19, national weekly data",12.5
Cyprus,CY,2020-38,15-24yr,17,112151,"TESSy COVID-19, national weekly data",21.4
Cyprus,CY,2020-39,15-24yr,24,112151,"TESSy COVID-19, national weekly data",36.6
Cyprus,CY,2020-40,15-24yr,24,112151,"TESSy COVID-19, national weekly data",42.8
Cyprus,CY,2020-41,15-24yr,45,112151,"TESSy COVID-19, national weekly data",61.5
Cyprus,CY,2020-42,15-24yr,135,112151,"TESSy COVID-19, national weekly data",160.5
Cyprus,CY,2020-43,15-24yr,140,112151,"TESSy COVID-19, national weekly data",245.2
Cyprus,CY,2020-44,15-24yr,196,112151,"TESSy COVID-19, national weekly data",299.6
Cyprus,CY,2020-45,15-24yr,263,112151,"TESSy COVID-19, national weekly data",409.3
Cyprus,CY,2020-46,15-24yr,183,112151,"TESSy COVID-19, national weekly data",397.7
Cyprus,CY,2020-47,15-24yr,217,112151,"TESSy COVID-19, national weekly data",356.7
Cyprus,CY,2020-48,15-24yr,195,112151,"TESSy COVID-19, national weekly data",367.4
Cyprus,CY,2020-49,15-24yr,231,112151,"TESSy COVID-19, national weekly data",379.8
Cyprus,CY,2020-50,15-24yr,209,112151,"TESSy COVID-19, national weekly data",392.3
Cyprus,CY,2020-51,15-24yr,295,112151,"TESSy COVID-19, national weekly data",449.4
Cyprus,CY,2020-52,15-24yr,193,112151,"TESSy COVID-19, national weekly data",435.1
Cyprus,CY,2020-53,15-24yr,659,112151,"TESSy COVID-19, national weekly data",759.7
Cyprus,CY,2021-01,15-24yr,460,112151,"TESSy COVID-19, national weekly data",997.8
Cyprus,CY,2021-02,15-24yr,280,112151,"TESSy COVID-19, national weekly data",659.8
Cyprus,CY,2021-03,15-24yr,120,112151,"TESSy COVID-19, national weekly data",356.7
Cyprus,CY,2021-04,15-24yr,119,112151,"TESSy COVID-19, national weekly data",213.1
Cyprus,CY,2020-11,25-49yr,14,324649,"TESSy COVID-19, national weekly data",
Cyprus,CY,2020-12,25-49yr,34,324649,"TESSy COVID-19, national weekly data",
Cyprus,CY,2020-13,25-49yr,57,324649,"TESSy COVID-19, national weekly data",28.0
Cyprus,CY,2020-14,25-49yr,98,324649,"TESSy COVID-19, national weekly data",47.7
Cyprus,CY,2020-15,25-49yr,76,324649,"TESSy COVID-19, national weekly data",53.6
Cyprus,CY,2020-16,25-49yr,62,324649,"TESSy COVID-19, national weekly data",42.5
Cyprus,CY,2020-17,25-49yr,21,324649,"TESSy COVID-19, national weekly data",25.6
Cyprus,CY,2020-18,25-49yr,31,324649,"TESSy COVID-19, national weekly data",16.0
Cyprus,CY,2020-19,25-49yr,9,324649,"TESSy COVID-19, national weekly data",12.3
Cyprus,CY,2020-20,25-49yr,9,324649,"TESSy COVID-19, national weekly data",5.5
Cyprus,CY,2020-21,25-49yr,7,324649,"TESSy COVID-19, national weekly data",4.9
Cyprus,CY,2020-22,25-49yr,6,324649,"TESSy COVID-19, national weekly data",4.0
Cyprus,CY,2020-23,25-49yr,8,324649,"TESSy COVID-19, national weekly data",4.3
Cyprus,CY,2020-24,25-49yr,8,324649,"TESSy COVID-19, national weekly data",4.9
Cyprus,CY,2020-25,25-49yr,1,324649,"TESSy COVID-19, national weekly data",2.8
Cyprus,CY,2020-26,25-49yr,4,324649,"TESSy COVID-19, national weekly data",1.5
Cyprus,CY,2020-27,25-49yr,4,324649,"TESSy COVID-19, national weekly data",2.5
Cyprus,CY,2020-28,25-49yr,13,324649,"TESSy COVID-19, national weekly data",5.2
Cyprus,CY,2020-29,25-49yr,12,324649,"TESSy COVID-19, national weekly data",7.7
Cyprus,CY,2020-30,25-49yr,14,324649,"TESSy COVID-19, national weekly data",8.0
Cyprus,CY,2020-31,25-49yr,45,324649,"TESSy COVID-19, national weekly data",18.2
Cyprus,CY,2020-32,25-49yr,38,324649,"TESSy COVID-19, national weekly data",25.6
Cyprus,CY,2020-33,25-49yr,50,324649,"TESSy COVID-19, national weekly data",27.1
Cyprus,CY,2020-34,25-49yr,41,324649,"TESSy COVID-19, national weekly data",28.0
Cyprus,CY,2020-35,25-49yr,26,324649,"TESSy COVID-19, national weekly data",20.6
Cyprus,CY,2020-36,25-49yr,8,324649,"TESSy COVID-19, national weekly data",10.5
Cyprus,CY,2020-37,25-49yr,7,324649,"TESSy COVID-19, national weekly data",4.6
Cyprus,CY,2020-38,25-49yr,28,324649,"TESSy COVID-19, national weekly data",10.8
Cyprus,CY,2020-39,25-49yr,59,324649,"TESSy COVID-19, national weekly data",26.8
Cyprus,CY,2020-40,25-49yr,56,324649,"TESSy COVID-19, national weekly data",35.4
Cyprus,CY,2020-41,25-49yr,85,324649,"TESSy COVID-19, national weekly data",43.4
Cyprus,CY,2020-42,25-49yr,348,324649,"TESSy COVID-19, national weekly data",133.4
Cyprus,CY,2020-43,25-49yr,404,324649,"TESSy COVID-19, national weekly data",231.6
Cyprus,CY,2020-44,25-49yr,431,324649,"TESSy COVID-19, national weekly data",257.2
Cyprus,CY,2020-45,25-49yr,493,324649,"TESSy COVID-19, national weekly data",284.6
Cyprus,CY,2020-46,25-49yr,510,324649,"TESSy COVID-19, national weekly data",308.9
Cyprus,CY,2020-47,25-49yr,543,324649,"TESSy COVID-19, national weekly data",324.4
Cyprus,CY,2020-48,25-49yr,574,324649,"TESSy COVID-19, national weekly data",344.1
Cyprus,CY,2020-49,25-49yr,694,324649,"TESSy COVID-19, national weekly data",390.6
Cyprus,CY,2020-50,25-49yr,547,324649,"TESSy COVID-19, national weekly data",382.3
Cyprus,CY,2020-51,25-49yr,845,324649,"TESSy COVID-19, national weekly data",428.8
Cyprus,CY,2020-52,25-49yr,647,324649,"TESSy COVID-19, national weekly data",459.6
Cyprus,CY,2020-53,25-49yr,1652,324649,"TESSy COVID-19, national weekly data",708.1
Cyprus,CY,2021-01,25-49yr,1200,324649,"TESSy COVID-19, national weekly data",878.5
Cyprus,CY,2021-02,25-49yr,759,324649,"TESSy COVID-19, national weekly data",603.4
Cyprus,CY,2021-03,25-49yr,396,324649,"TESSy COVID-19, national weekly data",355.8
Cyprus,CY,2021-04,25-49yr,346,324649,"TESSy COVID-19, national weekly data",228.6
Cyprus,CY,2020-11,50-64yr,9,156783,"TESSy COVID-19, national weekly data",
Cyprus,CY,2020-12,50-64yr,19,156783,"TESSy COVID-19, national weekly data",
Cyprus,CY,2020-13,50-64yr,27,156783,"TESSy COVID-19, national weekly data",29.3
Cyprus,CY,2020-14,50-64yr,72,156783,"TESSy COVID-19, national weekly data",63.1
Cyprus,CY,2020-15,50-64yr,41,156783,"TESSy COVID-19, national weekly data",72.1
Cyprus,CY,2020-16,50-64yr,28,156783,"TESSy COVID-19, national weekly data",44.0
Cyprus,CY,2020-17,50-64yr,12,156783,"TESSy COVID-19, national weekly data",25.5
Cyprus,CY,2020-18,50-64yr,9,156783,"TESSy COVID-19, national weekly data",13.4
Cyprus,CY,2020-19,50-64yr,3,156783,"TESSy COVID-19, national weekly data",7.7
Cyprus,CY,2020-20,50-64yr,4,156783,"TESSy COVID-19, national weekly data",4.5
Cyprus,CY,2020-21,50-64yr,4,156783,"TESSy COVID-19, national weekly data",5.1
Cyprus,CY,2020-22,50-64yr,1,156783,"TESSy COVID-19, national weekly data",3.2
Cyprus,CY,2020-23,50-64yr,3,156783,"TESSy COVID-19, national weekly data",2.6
Cyprus,CY,2020-24,50-64yr,0,156783,"TESSy COVID-19, national weekly data",1.9
Cyprus,CY,2020-25,50-64yr,2,156783,"TESSy COVID-19, national weekly data",1.3
Cyprus,CY,2020-26,50-64yr,1,156783,"TESSy COVID-19, national weekly data",1.9
Cyprus,CY,2020-27,50-64yr,0,156783,"TESSy COVID-19, national weekly data",0.6
Cyprus,CY,2020-28,50-64yr,1,156783,"TESSy COVID-19, national weekly data",0.6
Cyprus,CY,2020-29,50-64yr,1,156783,"TESSy COVID-19, national weekly data",1.3
Cyprus,CY,2020-30,50-64yr,1,156783,"TESSy COVID-19, national weekly data",1.3
Cyprus,CY,2020-31,50-64yr,19,156783,"TESSy COVID-19, national weekly data",12.8
Cyprus,CY,2020-32,50-64yr,16,156783,"TESSy COVID-19, national weekly data",22.3
Cyprus,CY,2020-33,50-64yr,16,156783,"TESSy COVID-19, national weekly data",20.4
Cyprus,CY,2020-34,50-64yr,7,156783,"TESSy COVID-19, national weekly data",14.7
Cyprus,CY,2020-35,50-64yr,11,156783,"TESSy COVID-19, national weekly data",11.5
Cyprus,CY,2020-36,50-64yr,0,156783,"TESSy COVID-19, national weekly data",7.0
Cyprus,CY,2020-37,50-64yr,4,156783,"TESSy COVID-19, national weekly data",2.6
Cyprus,CY,2020-38,50-64yr,14,156783,"TESSy COVID-19, national weekly data",11.5
Cyprus,CY,2020-39,50-64yr,13,156783,"TESSy COVID-19, national weekly data",17.2
Cyprus,CY,2020-40,50-64yr,30,156783,"TESSy COVID-19, national weekly data",27.4
Cyprus,CY,2020-41,50-64yr,32,156783,"TESSy COVID-19, national weekly data",39.5
Cyprus,CY,2020-42,50-64yr,94,156783,"TESSy COVID-19, national weekly data",80.4
Cyprus,CY,2020-43,50-64yr,114,156783,"TESSy COVID-19, national weekly data",132.7
Cyprus,CY,2020-44,50-64yr,183,156783,"TESSy COVID-19, national weekly data",189.4
Cyprus,CY,2020-45,50-64yr,235,156783,"TESSy COVID-19, national weekly data",266.6
Cyprus,CY,2020-46,50-64yr,208,156783,"TESSy COVID-19, national weekly data",282.6
Cyprus,CY,2020-47,50-64yr,221,156783,"TESSy COVID-19, national weekly data",273.6
Cyprus,CY,2020-48,50-64yr,248,156783,"TESSy COVID-19, national weekly data",299.1
Cyprus,CY,2020-49,50-64yr,304,156783,"TESSy COVID-19, national weekly data",352.1
Cyprus,CY,2020-50,50-64yr,314,156783,"TESSy COVID-19, national weekly data",394.2
Cyprus,CY,2020-51,50-64yr,390,156783,"TESSy COVID-19, national weekly data",449.0
Cyprus,CY,2020-52,50-64yr,334,156783,"TESSy COVID-19, national weekly data",461.8
Cyprus,CY,2020-53,50-64yr,289,156783,"TESSy COVID-19, national weekly data",397.4
Cyprus,CY,2021-01,50-64yr,656,156783,"TESSy COVID-19, national weekly data",602.7
Cyprus,CY,2021-02,50-64yr,131,156783,"TESSy COVID-19, national weekly data",502.0
Cyprus,CY,2021-03,50-64yr,197,156783,"TESSy COVID-19, national weekly data",209.2
Cyprus,CY,2021-04,50-64yr,157,156783,"TESSy COVID-19, national weekly data",225.8
Cyprus,CY,2020-11,65-79yr,3,109099,"TESSy COVID-19, national weekly data",
Cyprus,CY,2020-12,65-79yr,11,109099,"TESSy COVID-19, national weekly data",
Cyprus,CY,2020-13,65-79yr,32,109099,"TESSy COVID-19, national weekly data",39.4
Cyprus,CY,2020-14,65-79yr,44,109099,"TESSy COVID-19, national weekly data",69.7
Cyprus,CY,2020-15,65-79yr,16,109099,"TESSy COVID-19, national weekly data",55.0
Cyprus,CY,2020-16,65-79yr,13,109099,"TESSy COVID-19, national weekly data",26.6
Cyprus,CY,2020-17,65-79yr,5,109099,"TESSy COVID-19, national weekly data",16.5
Cyprus,CY,2020-18,65-79yr,8,109099,"TESSy COVID-19, national weekly data",11.9
Cyprus,CY,2020-19,65-79yr,6,109099,"TESSy COVID-19, national weekly data",12.8
Cyprus,CY,2020-20,65-79yr,0,109099,"TESSy COVID-19, national weekly data",5.5
Cyprus,CY,2020-21,65-79yr,1,109099,"TESSy COVID-19, national weekly data",0.9
Cyprus,CY,2020-22,65-79yr,0,109099,"TESSy COVID-19, national weekly data",0.9
Cyprus,CY,2020-23,65-79yr,1,109099,"TESSy COVID-19, national weekly data",0.9
Cyprus,CY,2020-24,65-79yr,0,109099,"TESSy COVID-19, national weekly data",0.9
Cyprus,CY,2020-25,65-79yr,0,109099,"TESSy COVID-19, national weekly data",0.0
Cyprus,CY,2020-26,65-79yr,0,109099,"TESSy COVID-19, national weekly data",0.0
Cyprus,CY,2020-27,65-79yr,1,109099,"TESSy COVID-19, national weekly data",0.9
Cyprus,CY,2020-28,65-79yr,0,109099,"TESSy COVID-19, national weekly data",0.9
Cyprus,CY,2020-29,65-79yr,0,109099,"TESSy COVID-19, national weekly data",0.0
Cyprus,CY,2020-30,65-79yr,0,109099,"TESSy COVID-19, national weekly data",0.0
Cyprus,CY,2020-31,65-79yr,5,109099,"TESSy COVID-19, national weekly data",4.6
Cyprus,CY,2020-32,65-79yr,7,109099,"TESSy COVID-19, national weekly data",11.0
Cyprus,CY,2020-33,65-79yr,1,109099,"TESSy COVID-19, national weekly data",7.3
Cyprus,CY,2020-34,65-79yr,6,109099,"TESSy COVID-19, national weekly data",6.4
Cyprus,CY,2020-35,65-79yr,7,109099,"TESSy COVID-19, national weekly data",11.9
Cyprus,CY,2020-36,65-79yr,3,109099,"TESSy COVID-19, national weekly data",9.2
Cyprus,CY,2020-37,65-79yr,1,109099,"TESSy COVID-19, national weekly data",3.7
Cyprus,CY,2020-38,65-79yr,8,109099,"TESSy COVID-19, national weekly data",8.2
Cyprus,CY,2020-39,65-79yr,4,109099,"TESSy COVID-19, national weekly data",11.0
Cyprus,CY,2020-40,65-79yr,2,109099,"TESSy COVID-19, national weekly data",5.5
Cyprus,CY,2020-41,65-79yr,11,109099,"TESSy COVID-19, national weekly data",11.9
Cyprus,CY,2020-42,65-79yr,16,109099,"TESSy COVID-19, national weekly data",24.7
Cyprus,CY,2020-43,65-79yr,33,109099,"TESSy COVID-19, national weekly data",44.9
Cyprus,CY,2020-44,65-79yr,51,109099,"TESSy COVID-19, national weekly data",77.0
Cyprus,CY,2020-45,65-79yr,90,109099,"TESSy COVID-19, national weekly data",129.2
Cyprus,CY,2020-46,65-79yr,109,109099,"TESSy COVID-19, national weekly data",182.4
Cyprus,CY,2020-47,65-79yr,108,109099,"TESSy COVID-19, national weekly data",198.9
Cyprus,CY,2020-48,65-79yr,116,109099,"TESSy COVID-19, national weekly data",205.3
Cyprus,CY,2020-49,65-79yr,94,109099,"TESSy COVID-19, national weekly data",192.5
Cyprus,CY,2020-50,65-79yr,140,109099,"TESSy COVID-19, national weekly data",214.5
Cyprus,CY,2020-51,65-79yr,173,109099,"TESSy COVID-19, national weekly data",286.9
Cyprus,CY,2020-52,65-79yr,177,109099,"TESSy COVID-19, national weekly data",320.8
Cyprus,CY,2020-53,65-79yr,349,109099,"TESSy COVID-19, national weekly data",482.1
Cyprus,CY,2021-01,65-79yr,327,109099,"TESSy COVID-19, national weekly data",619.6
Cyprus,CY,2021-02,65-79yr,135,109099,"TESSy COVID-19, national weekly data",423.5
Cyprus,CY,2021-03,65-79yr,84,109099,"TESSy COVID-19, national weekly data",200.7
Cyprus,CY,2021-04,65-79yr,72,109099,"TESSy COVID-19, national weekly data",143.0
Cyprus,CY,2020-11,80+yr,1,32013,"TESSy COVID-19, national weekly data",
Cyprus,CY,2020-12,80+yr,1,32013,"TESSy COVID-19, national weekly data",
